"ORGANIZATIONID","NAME","NEXTID","STARTDATE","EXPIRATIONDATE"
793,"Shanxi University Library",36205,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
800,"Shihezi University Library",36243,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
633,"Suzhuo Institute of Biomedical Engineering and Technology, CAS",36319,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
635,"The Library of Shandong University, Weihai",36367,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
822,"Tianjin Institute of Scientific and Technical Information ",36383,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
827,"Tianjin University of Traditional Chinese Medicine ",36409,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
60,"UC Berkeley",36485,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
67,"UC Santa Barbara",36551,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
831,"University of Eastern Finland",36579,01-JUL-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
834,"University of New Hampshire",36658,01-JUL-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
843,"Wuyi University",36764,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
849,"Xidian University",36802,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
851,"Xinjiang Institute of Traditonal Uighur Medicine",36809,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
861,"Yulin University",36903,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
587,"Bee Research Institute, CAAS",35120,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
647,"Beijing Academy of Science and Technology",35138,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
651,"Beijing Normal University ",35185,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
589,"Biotechnology Research Institute, CAAS",35192,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
658,"Chengdu Medical College",35218,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
661,"China-Japan Friendship Institute of Clinical Medical Sciences",35238,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
665,"Chinese Academy of Agricultural Sciences",35276,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
671,"CSIRO",35342,01-OCT-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-SEP-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES
676,"Enzyme Engineering Institute of Shaanxi Academy of Sciences",35383,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
677,"First Affliated Hospital of Medical College of Xi'an Jiaotong University",35391,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
681,"FuJian University of Technology",35455,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
593,"Graduate School, CAS",35462,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
597,"Hefei Institutes, Academy of Sciences",35588,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
698,"Henan Academy of Sciences",35594,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
710,"Hubei University of Technology and Science",35677,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
719,"Inner Mongolia University of Technology",35720,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
601,"Institute of Agro-food Science and Technology, CAAS",35736,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
602,"Institute of basic medical Science, Chinese Academy of Medical Sciences and Peking Union Medical College (CAMS & PUMC)",35759,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
612,"Institute of Laboratory Animal Sciences, CAMS & PUMC",35786,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
724,"Institute of Scientific &  Techonlogy Information of Liaoning Province",35803,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
725,"Institute of Scientific and Technical Information of Guangdong Province",35807,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
617,"Institute of Soil Science, CAS",35814,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
620,"Jiangsu Univ.of Science and Technology, ZhangJiagang campus library",35824,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
729,"Jiangyin Polytechnic College",35826,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
621,"Lanzhou Institute of Animal Sciences and Veterinary Pharmaceutics, CAAS",35850,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
622,"Lanzhou Veterinary Research Institute, CAAS",35861,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
746,"Library of TongLing University",35926,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
747,"Library of Xi'an Medical University",35928,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
758,"Nanjing Agricultural University Library",35985,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
627,"Plastic Surgery Hospital, CAMS & PUMC",36080,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
919,"Haiti",48766,01-APR-14 12.00.00.000000000 PM +08:00,
925,"Mozambique",49233,01-APR-14 12.00.00.000000000 PM +08:00,
948,"Harding University",4,01-NOV-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-OCT-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1057,"Max Planck Institute of Plasma Physics",50631,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1059,"Max Planck Institute of Quantum Optics",50637,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
973,"Imperial College London",2,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
975,"Administrative Headquarters of the Max Planck Society",10,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
988,"Max Planck Digital Library",50328,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
992,"Max Planck Institute for Chemical Ecology",50347,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
993,"Max Planck Institute for Chemical Energy Conversion",50352,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1023,"Max Planck Institute for Metabolic Research",50476,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1041,"Max Planck Institute for the Physics of Complex Systems",50563,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1052,"Max Planck Institute of Molecular Cell Biology and Genetics",50606,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1055,"Max Planck Institute of Neurobiology",50617,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
216,"Nanjing Forestry University",17422,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
220,"Nanjing University of Technology",17468,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
230,"Northeast Forestry University",17542,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
240,"Qingdao University",17608,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
242,"Renmin University of China",17624,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
258,"South China Agricultural University",17744,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
291,"Wuhan University",17995,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
